police_district,analysis_neighborhood,time_of_day,incident_count,normalized_incidents,cluster
TARAVAL,Oceanview/Merced/Ingleside,3,11,-0.248386882130643,0
TARAVAL,Oceanview/Merced/Ingleside,4,19,-0.21343986240575677,0
TARAVAL,Oceanview/Merced/Ingleside,5,22,-0.20033473000892443,0
TARAVAL,Oceanview/Merced/Ingleside,6,17,-0.22217661733697833,0
TARAVAL,Oceanview/Merced/Ingleside,7,41,-0.11733555816231964,0
TARAVAL,Oceanview/Merced/Ingleside,8,58,-0.04307314124693639,0
TARAVAL,Oceanview/Merced/Ingleside,9,68,0.0006106334091714026,0
TARAVAL,Oceanview/Merced/Ingleside,10,36,-0.13917744549037353,0
TARAVAL,Oceanview/Merced/Ingleside,11,53,-0.06491502857499029,0
TARAVAL,Oceanview/Merced/Ingleside,12,68,0.0006106334091714026,0
TARAVAL,Oceanview/Merced/Ingleside,13,50,-0.07802016097182263,0
TARAVAL,Oceanview/Merced/Ingleside,14,31,-0.16101933281842742,0
TARAVAL,Oceanview/Merced/Ingleside,15,56,-0.05180989617815795,0
TARAVAL,Oceanview/Merced/Ingleside,16,52,-0.06928340604060107,0
TARAVAL,Oceanview/Merced/Ingleside,17,42,-0.11296718069670886,0
TARAVAL,Oceanview/Merced/Ingleside,18,54,-0.060546651109379505,0
TARAVAL,Oceanview/Merced/Ingleside,19,45,-0.09986204829987652,0
TARAVAL,Oceanview/Merced/Ingleside,20,34,-0.1479142004215951,0
TARAVAL,Oceanview/Merced/Ingleside,21,31,-0.16101933281842742,0
TARAVAL,Oceanview/Merced/Ingleside,22,58,-0.04307314124693639,0
TARAVAL,Oceanview/Merced/Ingleside,23,32,-0.15665095535281665,0
TARAVAL,Outer Mission,13,1,-0.2920706567867508,0
TARAVAL,Outer Mission,17,1,-0.2920706567867508,0
TARAVAL,Sunset/Parkside,0,56,-0.05180989617815795,0
TARAVAL,Sunset/Parkside,1,36,-0.13917744549037353,0
TARAVAL,Sunset/Parkside,2,40,-0.12170393562793042,0
TARAVAL,Sunset/Parkside,3,29,-0.16975608774964898,0
TARAVAL,Sunset/Parkside,4,20,-0.209071484940146,0
TARAVAL,Sunset/Parkside,5,32,-0.15665095535281665,0
TARAVAL,Sunset/Parkside,6,46,-0.09549367083426574,0
TARAVAL,Sunset/Parkside,7,79,0.04866278553088997,0
TARAVAL,Sunset/Parkside,8,87,0.0836098052557762,4
TARAVAL,Sunset/Parkside,9,95,0.11855682498066245,4
TARAVAL,Sunset/Parkside,10,93,0.10982007004944089,4
TARAVAL,Sunset/Parkside,11,78,0.04429440806527919,0
TARAVAL,Sunset/Parkside,12,92,0.1054516925838301,4
TARAVAL,Sunset/Parkside,13,93,0.10982007004944089,4
TARAVAL,Sunset/Parkside,14,84,0.07050467285894386,4
TARAVAL,Sunset/Parkside,15,113,0.19718761936165646,4
TARAVAL,Sunset/Parkside,16,98,0.13166195737749478,4
TARAVAL,Sunset/Parkside,17,104,0.15787222217115945,4
TARAVAL,Sunset/Parkside,18,77,0.03992603059966841,0
TARAVAL,Sunset/Parkside,19,89,0.09234656018699776,4
TARAVAL,Sunset/Parkside,20,77,0.03992603059966841,0
TARAVAL,Sunset/Parkside,21,84,0.07050467285894386,4
TARAVAL,Sunset/Parkside,22,125,0.2496081489489858,4
TARAVAL,Sunset/Parkside,23,78,0.04429440806527919,0
TARAVAL,West of Twin Peaks,0,48,-0.08675691590304418,0
TARAVAL,West of Twin Peaks,1,28,-0.17412446521525976,0
TARAVAL,West of Twin Peaks,2,14,-0.23528174973381066,0
TARAVAL,West of Twin Peaks,3,25,-0.1872295976120921,0
TARAVAL,West of Twin Peaks,4,40,-0.12170393562793042,0
TARAVAL,West of Twin Peaks,5,21,-0.2047031074745352,0
TARAVAL,West of Twin Peaks,6,22,-0.20033473000892443,0
TARAVAL,West of Twin Peaks,7,35,-0.1435458229559843,0
TARAVAL,West of Twin Peaks,8,56,-0.05180989617815795,0
TARAVAL,West of Twin Peaks,9,71,0.01371576580600374,0
TARAVAL,West of Twin Peaks,10,52,-0.06928340604060107,0
TARAVAL,West of Twin Peaks,11,49,-0.0823885384374334,0
TARAVAL,West of Twin Peaks,12,72,0.01808414327161452,0
TARAVAL,West of Twin Peaks,13,59,-0.03870476378132561,0
TARAVAL,West of Twin Peaks,14,44,-0.1042304257654873,0
TARAVAL,West of Twin Peaks,15,58,-0.04307314124693639,0
TARAVAL,West of Twin Peaks,16,49,-0.0823885384374334,0
TARAVAL,West of Twin Peaks,17,60,-0.03433638631571483,0
TARAVAL,West of Twin Peaks,18,45,-0.09986204829987652,0
TARAVAL,West of Twin Peaks,19,45,-0.09986204829987652,0
TARAVAL,West of Twin Peaks,20,33,-0.15228257788720587,0
TARAVAL,West of Twin Peaks,21,46,-0.09549367083426574,0
TARAVAL,West of Twin Peaks,22,52,-0.06928340604060107,0
TARAVAL,West of Twin Peaks,23,44,-0.1042304257654873,0
TENDERLOIN,Financial District/South Beach,0,9,-0.2571236370618646,0
TENDERLOIN,Financial District/South Beach,1,9,-0.2571236370618646,0
TENDERLOIN,Financial District/South Beach,2,9,-0.2571236370618646,0
TENDERLOIN,Financial District/South Beach,3,7,-0.26586039199308614,0
TENDERLOIN,Financial District/South Beach,4,4,-0.27896552438991845,0
TENDERLOIN,Financial District/South Beach,5,13,-0.23965012719942144,0
TENDERLOIN,Financial District/South Beach,6,10,-0.2527552595962538,0
TENDERLOIN,Financial District/South Beach,7,16,-0.2265449948025891,0
TENDERLOIN,Financial District/South Beach,8,17,-0.22217661733697833,0
TENDERLOIN,Financial District/South Beach,9,31,-0.16101933281842742,0
TENDERLOIN,Financial District/South Beach,10,72,0.01808414327161452,0
TENDERLOIN,Financial District/South Beach,11,97,0.127293579911884,4
TENDERLOIN,Financial District/South Beach,12,88,0.08797818272138698,4
TENDERLOIN,Financial District/South Beach,13,102,0.1491354672399379,4
TENDERLOIN,Financial District/South Beach,14,98,0.13166195737749478,4
TENDERLOIN,Financial District/South Beach,15,87,0.0836098052557762,4
TENDERLOIN,Financial District/South Beach,16,89,0.09234656018699776,4
TENDERLOIN,Financial District/South Beach,17,86,0.07924142779016542,4
TENDERLOIN,Financial District/South Beach,18,90,0.09671493765260854,4
TENDERLOIN,Financial District/South Beach,19,65,-0.012494498987660935,0
TENDERLOIN,Financial District/South Beach,20,22,-0.20033473000892443,0
TENDERLOIN,Financial District/South Beach,21,16,-0.2265449948025891,0
TENDERLOIN,Financial District/South Beach,22,10,-0.2527552595962538,0
TENDERLOIN,Financial District/South Beach,23,21,-0.2047031074745352,0
TENDERLOIN,South of Market,0,3,-0.28333390185552926,0
TENDERLOIN,South of Market,1,3,-0.28333390185552926,0
TENDERLOIN,South of Market,2,1,-0.2920706567867508,0
TENDERLOIN,South of Market,3,1,-0.2920706567867508,0
TENDERLOIN,South of Market,4,2,-0.28770227932114,0
TENDERLOIN,South of Market,5,1,-0.2920706567867508,0
TENDERLOIN,South of Market,6,2,-0.28770227932114,0
TENDERLOIN,South of Market,7,2,-0.28770227932114,0
TENDERLOIN,South of Market,8,1,-0.2920706567867508,0
TENDERLOIN,South of Market,9,3,-0.28333390185552926,0
TENDERLOIN,South of Market,10,10,-0.2527552595962538,0
TENDERLOIN,South of Market,11,4,-0.27896552438991845,0
TENDERLOIN,South of Market,12,2,-0.28770227932114,0
TENDERLOIN,South of Market,13,6,-0.2702287694586969,0
TENDERLOIN,South of Market,14,6,-0.2702287694586969,0
TENDERLOIN,South of Market,15,9,-0.2571236370618646,0
TENDERLOIN,South of Market,16,12,-0.24401850466503222,0
TENDERLOIN,South of Market,17,6,-0.2702287694586969,0
TENDERLOIN,South of Market,18,3,-0.28333390185552926,0
TENDERLOIN,South of Market,19,5,-0.2745971469243077,0
TENDERLOIN,South of Market,20,8,-0.26149201452747534,0
TENDERLOIN,South of Market,21,4,-0.27896552438991845,0
TENDERLOIN,South of Market,22,3,-0.28333390185552926,0
TENDERLOIN,South of Market,23,3,-0.28333390185552926,0
TENDERLOIN,Tenderloin,0,1479,6.164391237385981,3
TENDERLOIN,Tenderloin,1,1236,5.102875513242562,3
TENDERLOIN,Tenderloin,2,1154,4.744668561062478,3
TENDERLOIN,Tenderloin,3,1066,4.360251344088729,3
TENDERLOIN,Tenderloin,4,835,3.3511561495326387,3
TENDERLOIN,Tenderloin,5,945,3.8316776707498246,3
TENDERLOIN,Tenderloin,6,998,4.063201676427196,3
TENDERLOIN,Tenderloin,7,1262,5.216453327348442,3
TENDERLOIN,Tenderloin,8,1616,6.762858950174658,1
TENDERLOIN,Tenderloin,9,1732,7.269590736185508,1
TENDERLOIN,Tenderloin,10,1847,7.771954144730748,1
TENDERLOIN,Tenderloin,11,1818,7.645271198228035,1
TENDERLOIN,Tenderloin,12,1865,7.850584939111742,1
TENDERLOIN,Tenderloin,13,1897,7.990373018011287,1
TENDERLOIN,Tenderloin,14,1854,7.802532786990024,1
TENDERLOIN,Tenderloin,15,2220,9.401358939403568,1
TENDERLOIN,Tenderloin,16,2263,9.58919917042483,1
TENDERLOIN,Tenderloin,17,2034,8.588840730799964,1
TENDERLOIN,Tenderloin,18,1956,8.248107288482323,1
TENDERLOIN,Tenderloin,19,1955,8.243738911016711,1
TENDERLOIN,Tenderloin,20,1932,8.143266229307665,1
TENDERLOIN,Tenderloin,21,2115,8.942679305514437,1
TENDERLOIN,Tenderloin,22,2084,8.807259604080503,1
TENDERLOIN,Tenderloin,23,1769,7.431220702413107,1
