police_district,analysis_neighborhood,time_of_day,incident_count,normalized_incidents,cluster
BAYVIEW,Bayview Hunters Point,0,18,-0.21780823987136755,0
BAYVIEW,Bayview Hunters Point,1,14,-0.23528174973381066,0
BAYVIEW,Bayview Hunters Point,2,29,-0.16975608774964898,0
BAYVIEW,Bayview Hunters Point,3,12,-0.24401850466503222,0
BAYVIEW,Bayview Hunters Point,4,33,-0.15228257788720587,0
BAYVIEW,Bayview Hunters Point,5,23,-0.19596635254331365,0
BAYVIEW,Bayview Hunters Point,6,37,-0.13480906802476275,0
BAYVIEW,Bayview Hunters Point,7,30,-0.1653877102840382,0
BAYVIEW,Bayview Hunters Point,8,47,-0.09112529336865496,0
BAYVIEW,Bayview Hunters Point,9,48,-0.08675691590304418,0
BAYVIEW,Bayview Hunters Point,10,48,-0.08675691590304418,0
BAYVIEW,Bayview Hunters Point,11,52,-0.06928340604060107,0
BAYVIEW,Bayview Hunters Point,12,83,0.06613629539333309,4
BAYVIEW,Bayview Hunters Point,13,52,-0.06928340604060107,0
BAYVIEW,Bayview Hunters Point,14,47,-0.09112529336865496,0
BAYVIEW,Bayview Hunters Point,15,44,-0.1042304257654873,0
BAYVIEW,Bayview Hunters Point,16,57,-0.04744151871254717,0
BAYVIEW,Bayview Hunters Point,17,56,-0.05180989617815795,0
BAYVIEW,Bayview Hunters Point,18,48,-0.08675691590304418,0
BAYVIEW,Bayview Hunters Point,19,49,-0.0823885384374334,0
BAYVIEW,Bayview Hunters Point,20,41,-0.11733555816231964,0
BAYVIEW,Bayview Hunters Point,21,36,-0.13917744549037353,0
BAYVIEW,Bayview Hunters Point,22,36,-0.13917744549037353,0
BAYVIEW,Bayview Hunters Point,23,31,-0.16101933281842742,0
BAYVIEW,Bernal Heights,16,1,-0.2920706567867508,0
BAYVIEW,Excelsior,0,1,-0.2920706567867508,0
BAYVIEW,Excelsior,1,1,-0.2920706567867508,0
BAYVIEW,Excelsior,2,4,-0.27896552438991845,0
BAYVIEW,Excelsior,4,1,-0.2920706567867508,0
BAYVIEW,Excelsior,5,1,-0.2920706567867508,0
BAYVIEW,Excelsior,7,1,-0.2920706567867508,0
BAYVIEW,Excelsior,8,10,-0.2527552595962538,0
BAYVIEW,Excelsior,9,25,-0.1872295976120921,0
BAYVIEW,Excelsior,10,1,-0.2920706567867508,0
BAYVIEW,Excelsior,11,9,-0.2571236370618646,0
BAYVIEW,Excelsior,12,6,-0.2702287694586969,0
BAYVIEW,Excelsior,13,3,-0.28333390185552926,0
BAYVIEW,Excelsior,14,3,-0.28333390185552926,0
BAYVIEW,Excelsior,15,7,-0.26586039199308614,0
BAYVIEW,Excelsior,16,6,-0.2702287694586969,0
BAYVIEW,Excelsior,17,4,-0.27896552438991845,0
BAYVIEW,Excelsior,18,3,-0.28333390185552926,0
BAYVIEW,Excelsior,20,1,-0.2920706567867508,0
BAYVIEW,Excelsior,21,4,-0.27896552438991845,0
BAYVIEW,Excelsior,22,2,-0.28770227932114,0
BAYVIEW,McLaren Park,0,6,-0.2702287694586969,0
BAYVIEW,McLaren Park,1,2,-0.28770227932114,0
BAYVIEW,McLaren Park,3,3,-0.28333390185552926,0
BAYVIEW,McLaren Park,5,4,-0.27896552438991845,0
BAYVIEW,McLaren Park,6,6,-0.2702287694586969,0
BAYVIEW,McLaren Park,7,2,-0.28770227932114,0
BAYVIEW,McLaren Park,8,3,-0.28333390185552926,0
BAYVIEW,McLaren Park,9,5,-0.2745971469243077,0
BAYVIEW,McLaren Park,10,1,-0.2920706567867508,0
BAYVIEW,McLaren Park,11,6,-0.2702287694586969,0
BAYVIEW,McLaren Park,12,5,-0.2745971469243077,0
BAYVIEW,McLaren Park,13,8,-0.26149201452747534,0
BAYVIEW,McLaren Park,14,3,-0.28333390185552926,0
BAYVIEW,McLaren Park,15,8,-0.26149201452747534,0
BAYVIEW,McLaren Park,16,6,-0.2702287694586969,0
BAYVIEW,McLaren Park,17,1,-0.2920706567867508,0
BAYVIEW,McLaren Park,18,3,-0.28333390185552926,0
BAYVIEW,McLaren Park,19,4,-0.27896552438991845,0
BAYVIEW,McLaren Park,20,4,-0.27896552438991845,0
BAYVIEW,McLaren Park,21,7,-0.26586039199308614,0
BAYVIEW,McLaren Park,22,2,-0.28770227932114,0
BAYVIEW,McLaren Park,23,4,-0.27896552438991845,0
BAYVIEW,Portola,0,8,-0.26149201452747534,0
BAYVIEW,Portola,1,11,-0.248386882130643,0
BAYVIEW,Portola,2,10,-0.2527552595962538,0
BAYVIEW,Portola,3,14,-0.23528174973381066,0
BAYVIEW,Portola,4,10,-0.2527552595962538,0
BAYVIEW,Portola,5,6,-0.2702287694586969,0
BAYVIEW,Portola,6,11,-0.248386882130643,0
BAYVIEW,Portola,7,12,-0.24401850466503222,0
BAYVIEW,Portola,8,14,-0.23528174973381066,0
BAYVIEW,Portola,9,26,-0.18286122014648132,0
BAYVIEW,Portola,10,20,-0.209071484940146,0
BAYVIEW,Portola,11,20,-0.209071484940146,0
BAYVIEW,Portola,12,14,-0.23528174973381066,0
BAYVIEW,Portola,13,19,-0.21343986240575677,0
BAYVIEW,Portola,14,10,-0.2527552595962538,0
BAYVIEW,Portola,15,17,-0.22217661733697833,0
BAYVIEW,Portola,16,15,-0.23091337226819988,0
BAYVIEW,Portola,17,11,-0.248386882130643,0
BAYVIEW,Portola,18,23,-0.19596635254331365,0
BAYVIEW,Portola,19,19,-0.21343986240575677,0
BAYVIEW,Portola,20,18,-0.21780823987136755,0
BAYVIEW,Portola,21,10,-0.2527552595962538,0
BAYVIEW,Portola,22,9,-0.2571236370618646,0
BAYVIEW,Portola,23,12,-0.24401850466503222,0
BAYVIEW,Potrero Hill,0,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,1,2,-0.28770227932114,0
BAYVIEW,Potrero Hill,3,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,4,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,5,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,7,3,-0.28333390185552926,0
BAYVIEW,Potrero Hill,8,2,-0.28770227932114,0
BAYVIEW,Potrero Hill,9,5,-0.2745971469243077,0
BAYVIEW,Potrero Hill,10,2,-0.28770227932114,0
BAYVIEW,Potrero Hill,11,2,-0.28770227932114,0
BAYVIEW,Potrero Hill,12,2,-0.28770227932114,0
BAYVIEW,Potrero Hill,14,5,-0.2745971469243077,0
BAYVIEW,Potrero Hill,15,3,-0.28333390185552926,0
BAYVIEW,Potrero Hill,16,4,-0.27896552438991845,0
BAYVIEW,Potrero Hill,17,3,-0.28333390185552926,0
BAYVIEW,Potrero Hill,18,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,19,5,-0.2745971469243077,0
BAYVIEW,Potrero Hill,20,3,-0.28333390185552926,0
BAYVIEW,Potrero Hill,22,1,-0.2920706567867508,0
BAYVIEW,Potrero Hill,23,1,-0.2920706567867508,0
CENTRAL,Chinatown,0,7,-0.26586039199308614,0
CENTRAL,Chinatown,1,2,-0.28770227932114,0
CENTRAL,Chinatown,2,1,-0.2920706567867508,0
CENTRAL,Chinatown,5,1,-0.2920706567867508,0
CENTRAL,Chinatown,7,3,-0.28333390185552926,0
CENTRAL,Chinatown,9,3,-0.28333390185552926,0
CENTRAL,Chinatown,10,2,-0.28770227932114,0
CENTRAL,Chinatown,11,3,-0.28333390185552926,0
CENTRAL,Chinatown,12,5,-0.2745971469243077,0
CENTRAL,Chinatown,13,1,-0.2920706567867508,0
CENTRAL,Chinatown,14,3,-0.28333390185552926,0
CENTRAL,Chinatown,15,8,-0.26149201452747534,0
CENTRAL,Chinatown,16,2,-0.28770227932114,0
CENTRAL,Chinatown,17,4,-0.27896552438991845,0
CENTRAL,Chinatown,18,4,-0.27896552438991845,0
CENTRAL,Chinatown,19,4,-0.27896552438991845,0
CENTRAL,Chinatown,20,2,-0.28770227932114,0
CENTRAL,Chinatown,21,3,-0.28333390185552926,0
CENTRAL,Chinatown,22,5,-0.2745971469243077,0
CENTRAL,Chinatown,23,6,-0.2702287694586969,0
CENTRAL,Financial District/South Beach,0,18,-0.21780823987136755,0
CENTRAL,Financial District/South Beach,1,23,-0.19596635254331365,0
CENTRAL,Financial District/South Beach,2,7,-0.26586039199308614,0
CENTRAL,Financial District/South Beach,3,10,-0.2527552595962538,0
CENTRAL,Financial District/South Beach,4,20,-0.209071484940146,0
CENTRAL,Financial District/South Beach,5,15,-0.23091337226819988,0
CENTRAL,Financial District/South Beach,6,21,-0.2047031074745352,0
CENTRAL,Financial District/South Beach,7,45,-0.09986204829987652,0
CENTRAL,Financial District/South Beach,8,41,-0.11733555816231964,0
CENTRAL,Financial District/South Beach,9,53,-0.06491502857499029,0
CENTRAL,Financial District/South Beach,10,33,-0.15228257788720587,0
CENTRAL,Financial District/South Beach,11,49,-0.0823885384374334,0
CENTRAL,Financial District/South Beach,12,61,-0.02996800885010405,0
CENTRAL,Financial District/South Beach,13,46,-0.09549367083426574,0
CENTRAL,Financial District/South Beach,14,51,-0.07365178350621185,0
CENTRAL,Financial District/South Beach,15,35,-0.1435458229559843,0
CENTRAL,Financial District/South Beach,16,57,-0.04744151871254717,0
CENTRAL,Financial District/South Beach,17,36,-0.13917744549037353,0
CENTRAL,Financial District/South Beach,18,55,-0.05617827364376873,0
CENTRAL,Financial District/South Beach,19,18,-0.21780823987136755,0
CENTRAL,Financial District/South Beach,20,21,-0.2047031074745352,0
CENTRAL,Financial District/South Beach,21,18,-0.21780823987136755,0
CENTRAL,Financial District/South Beach,22,19,-0.21343986240575677,0
CENTRAL,Financial District/South Beach,23,18,-0.21780823987136755,0
CENTRAL,Nob Hill,0,2,-0.28770227932114,0
CENTRAL,Nob Hill,1,2,-0.28770227932114,0
CENTRAL,Nob Hill,2,1,-0.2920706567867508,0
CENTRAL,Nob Hill,3,1,-0.2920706567867508,0
CENTRAL,Nob Hill,4,3,-0.28333390185552926,0
CENTRAL,Nob Hill,5,1,-0.2920706567867508,0
CENTRAL,Nob Hill,6,2,-0.28770227932114,0
CENTRAL,Nob Hill,7,6,-0.2702287694586969,0
CENTRAL,Nob Hill,8,6,-0.2702287694586969,0
CENTRAL,Nob Hill,9,4,-0.27896552438991845,0
CENTRAL,Nob Hill,10,7,-0.26586039199308614,0
CENTRAL,Nob Hill,11,4,-0.27896552438991845,0
CENTRAL,Nob Hill,12,3,-0.28333390185552926,0
CENTRAL,Nob Hill,13,3,-0.28333390185552926,0
CENTRAL,Nob Hill,14,3,-0.28333390185552926,0
CENTRAL,Nob Hill,15,3,-0.28333390185552926,0
CENTRAL,Nob Hill,16,3,-0.28333390185552926,0
CENTRAL,Nob Hill,17,3,-0.28333390185552926,0
CENTRAL,Nob Hill,18,4,-0.27896552438991845,0
CENTRAL,Nob Hill,19,2,-0.28770227932114,0
CENTRAL,Nob Hill,20,4,-0.27896552438991845,0
CENTRAL,Nob Hill,21,3,-0.28333390185552926,0
CENTRAL,Nob Hill,22,4,-0.27896552438991845,0
CENTRAL,Nob Hill,23,7,-0.26586039199308614,0
CENTRAL,North Beach,0,2,-0.28770227932114,0
CENTRAL,North Beach,1,2,-0.28770227932114,0
CENTRAL,North Beach,2,1,-0.2920706567867508,0
CENTRAL,North Beach,3,1,-0.2920706567867508,0
CENTRAL,North Beach,5,1,-0.2920706567867508,0
CENTRAL,North Beach,6,1,-0.2920706567867508,0
CENTRAL,North Beach,7,2,-0.28770227932114,0
CENTRAL,North Beach,8,5,-0.2745971469243077,0
CENTRAL,North Beach,9,2,-0.28770227932114,0
CENTRAL,North Beach,10,6,-0.2702287694586969,0
CENTRAL,North Beach,11,6,-0.2702287694586969,0
CENTRAL,North Beach,12,7,-0.26586039199308614,0
CENTRAL,North Beach,13,8,-0.26149201452747534,0
CENTRAL,North Beach,14,4,-0.27896552438991845,0
CENTRAL,North Beach,15,5,-0.2745971469243077,0
CENTRAL,North Beach,16,7,-0.26586039199308614,0
CENTRAL,North Beach,17,5,-0.2745971469243077,0
CENTRAL,North Beach,18,4,-0.27896552438991845,0
CENTRAL,North Beach,19,6,-0.2702287694586969,0
CENTRAL,North Beach,20,2,-0.28770227932114,0
CENTRAL,North Beach,21,3,-0.28333390185552926,0
CENTRAL,North Beach,22,2,-0.28770227932114,0
CENTRAL,North Beach,23,1,-0.2920706567867508,0
CENTRAL,Russian Hill,0,31,-0.16101933281842742,0
CENTRAL,Russian Hill,1,21,-0.2047031074745352,0
CENTRAL,Russian Hill,2,28,-0.17412446521525976,0
CENTRAL,Russian Hill,3,18,-0.21780823987136755,0
CENTRAL,Russian Hill,4,13,-0.23965012719942144,0
CENTRAL,Russian Hill,5,14,-0.23528174973381066,0
CENTRAL,Russian Hill,6,28,-0.17412446521525976,0
CENTRAL,Russian Hill,7,82,0.06176791792772231,4
CENTRAL,Russian Hill,8,124,0.24523977148337503,4
CENTRAL,Russian Hill,9,116,0.2102927517584888,4
CENTRAL,Russian Hill,10,112,0.19281924189604568,4
CENTRAL,Russian Hill,11,143,0.3282389433299798,4
CENTRAL,Russian Hill,12,143,0.3282389433299798,4
CENTRAL,Russian Hill,13,94,0.11418844751505167,4
CENTRAL,Russian Hill,14,100,0.14039871230871634,4
CENTRAL,Russian Hill,15,113,0.19718761936165646,4
CENTRAL,Russian Hill,16,135,0.2932919236050936,4
CENTRAL,Russian Hill,17,126,0.2539765264145966,4
CENTRAL,Russian Hill,18,98,0.13166195737749478,4
CENTRAL,Russian Hill,19,115,0.20592437429287802,4
CENTRAL,Russian Hill,20,77,0.03992603059966841,0
CENTRAL,Russian Hill,21,63,-0.021231253918882493,0
CENTRAL,Russian Hill,22,57,-0.04744151871254717,0
CENTRAL,Russian Hill,23,44,-0.1042304257654873,0
CENTRAL,Tenderloin,0,135,0.2932919236050936,4
CENTRAL,Tenderloin,1,117,0.21466112922409958,4
CENTRAL,Tenderloin,2,105,0.16224059963677023,4
CENTRAL,Tenderloin,3,88,0.08797818272138698,4
CENTRAL,Tenderloin,4,80,0.05303116299650075,4
CENTRAL,Tenderloin,5,52,-0.06928340604060107,0
CENTRAL,Tenderloin,6,74,0.026820898202836077,0
CENTRAL,Tenderloin,7,102,0.1491354672399379,4
CENTRAL,Tenderloin,8,155,0.38065947291730917,4
CENTRAL,Tenderloin,9,167,0.4330800025046385,4
CENTRAL,Tenderloin,10,158,0.39376460531414154,4
CENTRAL,Tenderloin,11,196,0.559762949007351,4
CENTRAL,Tenderloin,12,205,0.599078346197848,4
CENTRAL,Tenderloin,13,181,0.4942372870231894,4
CENTRAL,Tenderloin,14,166,0.42871162503902777,4
CENTRAL,Tenderloin,15,179,0.48550053209196786,4
CENTRAL,Tenderloin,16,183,0.502974041954411,4
CENTRAL,Tenderloin,17,184,0.5073424194200218,4
CENTRAL,Tenderloin,18,207,0.6078151011290697,4
CENTRAL,Tenderloin,19,209,0.6165518560602912,4
CENTRAL,Tenderloin,20,190,0.5335526842136865,4
CENTRAL,Tenderloin,21,168,0.4374483799702493,4
CENTRAL,Tenderloin,22,200,0.5772364588697941,4
CENTRAL,Tenderloin,23,214,0.6383937433883451,4
INGLESIDE,Bayview Hunters Point,22,1,-0.2920706567867508,0
INGLESIDE,Bernal Heights,0,17,-0.22217661733697833,0
INGLESIDE,Bernal Heights,1,8,-0.26149201452747534,0
INGLESIDE,Bernal Heights,2,2,-0.28770227932114,0
INGLESIDE,Bernal Heights,3,3,-0.28333390185552926,0
INGLESIDE,Bernal Heights,4,2,-0.28770227932114,0
INGLESIDE,Bernal Heights,5,4,-0.27896552438991845,0
INGLESIDE,Bernal Heights,6,5,-0.2745971469243077,0
INGLESIDE,Bernal Heights,7,10,-0.2527552595962538,0
INGLESIDE,Bernal Heights,8,24,-0.19159797507770288,0
INGLESIDE,Bernal Heights,9,21,-0.2047031074745352,0
INGLESIDE,Bernal Heights,10,18,-0.21780823987136755,0
INGLESIDE,Bernal Heights,11,20,-0.209071484940146,0
INGLESIDE,Bernal Heights,12,18,-0.21780823987136755,0
INGLESIDE,Bernal Heights,13,10,-0.2527552595962538,0
INGLESIDE,Bernal Heights,14,16,-0.2265449948025891,0
INGLESIDE,Bernal Heights,15,30,-0.1653877102840382,0
INGLESIDE,Bernal Heights,16,19,-0.21343986240575677,0
INGLESIDE,Bernal Heights,17,20,-0.209071484940146,0
INGLESIDE,Bernal Heights,18,20,-0.209071484940146,0
INGLESIDE,Bernal Heights,19,35,-0.1435458229559843,0
INGLESIDE,Bernal Heights,20,21,-0.2047031074745352,0
INGLESIDE,Bernal Heights,21,18,-0.21780823987136755,0
INGLESIDE,Bernal Heights,22,17,-0.22217661733697833,0
INGLESIDE,Bernal Heights,23,21,-0.2047031074745352,0
INGLESIDE,Excelsior,0,7,-0.26586039199308614,0
INGLESIDE,Excelsior,1,7,-0.26586039199308614,0
INGLESIDE,Excelsior,2,10,-0.2527552595962538,0
INGLESIDE,Excelsior,3,9,-0.2571236370618646,0
INGLESIDE,Excelsior,4,8,-0.26149201452747534,0
INGLESIDE,Excelsior,5,4,-0.27896552438991845,0
INGLESIDE,Excelsior,6,10,-0.2527552595962538,0
INGLESIDE,Excelsior,7,23,-0.19596635254331365,0
INGLESIDE,Excelsior,8,28,-0.17412446521525976,0
INGLESIDE,Excelsior,9,41,-0.11733555816231964,0
INGLESIDE,Excelsior,10,19,-0.21343986240575677,0
INGLESIDE,Excelsior,11,17,-0.22217661733697833,0
INGLESIDE,Excelsior,12,28,-0.17412446521525976,0
INGLESIDE,Excelsior,13,27,-0.17849284268087054,0
INGLESIDE,Excelsior,14,23,-0.19596635254331365,0
INGLESIDE,Excelsior,15,29,-0.16975608774964898,0
INGLESIDE,Excelsior,16,35,-0.1435458229559843,0
INGLESIDE,Excelsior,17,41,-0.11733555816231964,0
INGLESIDE,Excelsior,18,24,-0.19159797507770288,0
INGLESIDE,Excelsior,19,38,-0.13044069055915197,0
INGLESIDE,Excelsior,20,33,-0.15228257788720587,0
INGLESIDE,Excelsior,21,33,-0.15228257788720587,0
INGLESIDE,Excelsior,22,25,-0.1872295976120921,0
INGLESIDE,Excelsior,23,8,-0.26149201452747534,0
INGLESIDE,Glen Park,0,2,-0.28770227932114,0
INGLESIDE,Glen Park,2,1,-0.2920706567867508,0
INGLESIDE,Glen Park,6,1,-0.2920706567867508,0
INGLESIDE,Glen Park,7,1,-0.2920706567867508,0
INGLESIDE,Glen Park,9,1,-0.2920706567867508,0
INGLESIDE,Glen Park,10,1,-0.2920706567867508,0
INGLESIDE,Glen Park,11,3,-0.28333390185552926,0
INGLESIDE,Glen Park,12,1,-0.2920706567867508,0
INGLESIDE,Glen Park,13,1,-0.2920706567867508,0
INGLESIDE,Glen Park,15,2,-0.28770227932114,0
INGLESIDE,Glen Park,16,1,-0.2920706567867508,0
INGLESIDE,Glen Park,17,3,-0.28333390185552926,0
INGLESIDE,Glen Park,18,2,-0.28770227932114,0
INGLESIDE,Glen Park,20,1,-0.2920706567867508,0
INGLESIDE,Glen Park,21,1,-0.2920706567867508,0
INGLESIDE,McLaren Park,0,3,-0.28333390185552926,0
INGLESIDE,McLaren Park,1,5,-0.2745971469243077,0
INGLESIDE,McLaren Park,2,8,-0.26149201452747534,0
INGLESIDE,McLaren Park,3,6,-0.2702287694586969,0
INGLESIDE,McLaren Park,4,2,-0.28770227932114,0
INGLESIDE,McLaren Park,6,7,-0.26586039199308614,0
INGLESIDE,McLaren Park,7,2,-0.28770227932114,0
INGLESIDE,McLaren Park,8,10,-0.2527552595962538,0
INGLESIDE,McLaren Park,9,23,-0.19596635254331365,0
INGLESIDE,McLaren Park,10,33,-0.15228257788720587,0
INGLESIDE,McLaren Park,11,19,-0.21343986240575677,0
INGLESIDE,McLaren Park,12,8,-0.26149201452747534,0
INGLESIDE,McLaren Park,13,23,-0.19596635254331365,0
INGLESIDE,McLaren Park,14,31,-0.16101933281842742,0
INGLESIDE,McLaren Park,15,15,-0.23091337226819988,0
INGLESIDE,McLaren Park,16,33,-0.15228257788720587,0
INGLESIDE,McLaren Park,17,21,-0.2047031074745352,0
INGLESIDE,McLaren Park,18,33,-0.15228257788720587,0
INGLESIDE,McLaren Park,19,20,-0.209071484940146,0
INGLESIDE,McLaren Park,20,5,-0.2745971469243077,0
INGLESIDE,McLaren Park,21,9,-0.2571236370618646,0
INGLESIDE,McLaren Park,22,11,-0.248386882130643,0
INGLESIDE,McLaren Park,23,6,-0.2702287694586969,0
INGLESIDE,Noe Valley,0,1,-0.2920706567867508,0
INGLESIDE,Noe Valley,2,3,-0.28333390185552926,0
INGLESIDE,Noe Valley,3,3,-0.28333390185552926,0
INGLESIDE,Noe Valley,4,7,-0.26586039199308614,0
INGLESIDE,Noe Valley,5,2,-0.28770227932114,0
INGLESIDE,Noe Valley,6,6,-0.2702287694586969,0
INGLESIDE,Noe Valley,7,19,-0.21343986240575677,0
INGLESIDE,Noe Valley,8,3,-0.28333390185552926,0
INGLESIDE,Noe Valley,9,10,-0.2527552595962538,0
INGLESIDE,Noe Valley,10,20,-0.209071484940146,0
INGLESIDE,Noe Valley,11,18,-0.21780823987136755,0
INGLESIDE,Noe Valley,12,17,-0.22217661733697833,0
INGLESIDE,Noe Valley,13,12,-0.24401850466503222,0
INGLESIDE,Noe Valley,14,18,-0.21780823987136755,0
INGLESIDE,Noe Valley,15,20,-0.209071484940146,0
INGLESIDE,Noe Valley,16,18,-0.21780823987136755,0
INGLESIDE,Noe Valley,17,14,-0.23528174973381066,0
INGLESIDE,Noe Valley,18,12,-0.24401850466503222,0
INGLESIDE,Noe Valley,19,8,-0.26149201452747534,0
INGLESIDE,Noe Valley,20,23,-0.19596635254331365,0
INGLESIDE,Noe Valley,21,20,-0.209071484940146,0
INGLESIDE,Noe Valley,22,13,-0.23965012719942144,0
INGLESIDE,Noe Valley,23,9,-0.2571236370618646,0
INGLESIDE,Oceanview/Merced/Ingleside,0,1,-0.2920706567867508,0
INGLESIDE,Oceanview/Merced/Ingleside,2,2,-0.28770227932114,0
INGLESIDE,Oceanview/Merced/Ingleside,6,1,-0.2920706567867508,0
INGLESIDE,Oceanview/Merced/Ingleside,7,2,-0.28770227932114,0
INGLESIDE,Oceanview/Merced/Ingleside,9,4,-0.27896552438991845,0
INGLESIDE,Oceanview/Merced/Ingleside,10,2,-0.28770227932114,0
INGLESIDE,Oceanview/Merced/Ingleside,14,1,-0.2920706567867508,0
INGLESIDE,Oceanview/Merced/Ingleside,15,1,-0.2920706567867508,0
INGLESIDE,Oceanview/Merced/Ingleside,16,6,-0.2702287694586969,0
INGLESIDE,Oceanview/Merced/Ingleside,21,1,-0.2920706567867508,0
INGLESIDE,Oceanview/Merced/Ingleside,22,1,-0.2920706567867508,0
INGLESIDE,Outer Mission,0,8,-0.26149201452747534,0
INGLESIDE,Outer Mission,1,5,-0.2745971469243077,0
INGLESIDE,Outer Mission,2,12,-0.24401850466503222,0
INGLESIDE,Outer Mission,3,6,-0.2702287694586969,0
INGLESIDE,Outer Mission,4,4,-0.27896552438991845,0
INGLESIDE,Outer Mission,5,2,-0.28770227932114,0
INGLESIDE,Outer Mission,6,5,-0.2745971469243077,0
INGLESIDE,Outer Mission,7,5,-0.2745971469243077,0
INGLESIDE,Outer Mission,8,11,-0.248386882130643,0
INGLESIDE,Outer Mission,9,18,-0.21780823987136755,0
INGLESIDE,Outer Mission,10,14,-0.23528174973381066,0
INGLESIDE,Outer Mission,11,17,-0.22217661733697833,0
INGLESIDE,Outer Mission,12,17,-0.22217661733697833,0
INGLESIDE,Outer Mission,13,22,-0.20033473000892443,0
INGLESIDE,Outer Mission,14,21,-0.2047031074745352,0
INGLESIDE,Outer Mission,15,13,-0.23965012719942144,0
INGLESIDE,Outer Mission,16,11,-0.248386882130643,0
INGLESIDE,Outer Mission,17,10,-0.2527552595962538,0
INGLESIDE,Outer Mission,18,8,-0.26149201452747534,0
INGLESIDE,Outer Mission,19,15,-0.23091337226819988,0
INGLESIDE,Outer Mission,20,11,-0.248386882130643,0
INGLESIDE,Outer Mission,21,7,-0.26586039199308614,0
INGLESIDE,Outer Mission,22,9,-0.2571236370618646,0
INGLESIDE,Outer Mission,23,8,-0.26149201452747534,0
INGLESIDE,Portola,0,4,-0.27896552438991845,0
INGLESIDE,Portola,1,9,-0.2571236370618646,0
INGLESIDE,Portola,2,1,-0.2920706567867508,0
INGLESIDE,Portola,3,2,-0.28770227932114,0
INGLESIDE,Portola,4,2,-0.28770227932114,0
INGLESIDE,Portola,5,2,-0.28770227932114,0
INGLESIDE,Portola,6,2,-0.28770227932114,0
INGLESIDE,Portola,8,6,-0.2702287694586969,0
INGLESIDE,Portola,10,7,-0.26586039199308614,0
INGLESIDE,Portola,11,4,-0.27896552438991845,0
INGLESIDE,Portola,12,5,-0.2745971469243077,0
INGLESIDE,Portola,13,4,-0.27896552438991845,0
INGLESIDE,Portola,14,1,-0.2920706567867508,0
INGLESIDE,Portola,15,2,-0.28770227932114,0
INGLESIDE,Portola,16,2,-0.28770227932114,0
INGLESIDE,Portola,17,6,-0.2702287694586969,0
INGLESIDE,Portola,18,3,-0.28333390185552926,0
INGLESIDE,Portola,19,5,-0.2745971469243077,0
INGLESIDE,Portola,20,2,-0.28770227932114,0
INGLESIDE,Portola,21,4,-0.27896552438991845,0
INGLESIDE,Portola,22,3,-0.28333390185552926,0
INGLESIDE,Portola,23,4,-0.27896552438991845,0
INGLESIDE,Twin Peaks,20,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,0,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,1,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,2,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,5,3,-0.28333390185552926,0
INGLESIDE,Visitacion Valley,7,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,8,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,9,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,10,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,11,4,-0.27896552438991845,0
INGLESIDE,Visitacion Valley,12,3,-0.28333390185552926,0
INGLESIDE,Visitacion Valley,13,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,14,3,-0.28333390185552926,0
INGLESIDE,Visitacion Valley,15,3,-0.28333390185552926,0
INGLESIDE,Visitacion Valley,16,4,-0.27896552438991845,0
INGLESIDE,Visitacion Valley,17,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,18,4,-0.27896552438991845,0
INGLESIDE,Visitacion Valley,19,2,-0.28770227932114,0
INGLESIDE,Visitacion Valley,21,5,-0.2745971469243077,0
INGLESIDE,Visitacion Valley,22,1,-0.2920706567867508,0
INGLESIDE,Visitacion Valley,23,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,0,2,-0.28770227932114,0
INGLESIDE,West of Twin Peaks,1,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,2,3,-0.28333390185552926,0
INGLESIDE,West of Twin Peaks,3,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,4,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,5,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,7,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,8,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,10,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,11,2,-0.28770227932114,0
INGLESIDE,West of Twin Peaks,12,2,-0.28770227932114,0
INGLESIDE,West of Twin Peaks,13,5,-0.2745971469243077,0
INGLESIDE,West of Twin Peaks,14,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,15,1,-0.2920706567867508,0
INGLESIDE,West of Twin Peaks,16,2,-0.28770227932114,0
