police_district,analysis_neighborhood,month,incident_count,normalized_incidents,month_encoded,cluster
RICHMOND,Presidio Heights,2023-10,3,-0.262063212127137,10,1
RICHMOND,Presidio Heights,2023-11,3,-0.262063212127137,11,1
RICHMOND,Presidio Heights,2023-12,5,-0.25700430771590455,12,1
RICHMOND,Seacliff,2023-01,50,-0.14317895846317477,1,3
RICHMOND,Seacliff,2023-02,40,-0.16847348051933694,2,3
RICHMOND,Seacliff,2023-03,51,-0.14064950625755854,3,3
RICHMOND,Seacliff,2023-04,55,-0.13053169743509366,4,3
RICHMOND,Seacliff,2023-05,62,-0.11282553199578015,5,3
RICHMOND,Seacliff,2023-06,75,-0.07994265332276931,6,0
RICHMOND,Seacliff,2023-07,66,-0.10270772317331527,7,0
RICHMOND,Seacliff,2023-08,81,-0.06476594008907201,8,0
RICHMOND,Seacliff,2023-09,89,-0.04453032244414226,9,0
RICHMOND,Seacliff,2023-10,57,-0.12547279302386125,10,3
RICHMOND,Seacliff,2023-11,48,-0.14823786287440718,11,3
RICHMOND,Seacliff,2023-12,29,-0.19629745478111535,12,3
SOUTHERN,Financial District/South Beach,2023-01,13,-0.2367686900709748,1,2
SOUTHERN,Financial District/South Beach,2023-02,4,-0.2595337599215208,2,2
SOUTHERN,Financial District/South Beach,2023-03,6,-0.25447485551028837,3,2
SOUTHERN,Financial District/South Beach,2023-04,7,-0.25194540330467213,4,2
SOUTHERN,Financial District/South Beach,2023-05,11,-0.24182759448220725,5,2
SOUTHERN,Financial District/South Beach,2023-06,7,-0.25194540330467213,6,2
SOUTHERN,Financial District/South Beach,2023-07,11,-0.24182759448220725,7,2
SOUTHERN,Financial District/South Beach,2023-08,8,-0.2494159510990559,8,2
SOUTHERN,Financial District/South Beach,2023-09,8,-0.2494159510990559,9,2
SOUTHERN,Financial District/South Beach,2023-10,14,-0.2342392378653586,10,1
SOUTHERN,Financial District/South Beach,2023-11,10,-0.2443570466878235,11,2
SOUTHERN,Financial District/South Beach,2023-12,8,-0.2494159510990559,12,2
SOUTHERN,Hayes Valley,2023-01,34,-0.18365019375303424,1,3
SOUTHERN,Hayes Valley,2023-02,19,-0.22159197683727752,2,1
SOUTHERN,Hayes Valley,2023-03,17,-0.22665088124850996,3,1
SOUTHERN,Hayes Valley,2023-04,18,-0.22412142904289373,4,1
SOUTHERN,Hayes Valley,2023-05,17,-0.22665088124850996,5,1
SOUTHERN,Hayes Valley,2023-06,21,-0.21653307242604508,6,1
SOUTHERN,Hayes Valley,2023-07,24,-0.20894471580919644,7,1
SOUTHERN,Hayes Valley,2023-08,45,-0.15582621949125586,8,3
SOUTHERN,Hayes Valley,2023-09,17,-0.22665088124850996,9,1
SOUTHERN,Hayes Valley,2023-10,24,-0.20894471580919644,10,1
SOUTHERN,Hayes Valley,2023-11,21,-0.21653307242604508,11,1
SOUTHERN,Hayes Valley,2023-12,23,-0.21147416801481264,12,1
SOUTHERN,Mission,2023-01,30,-0.19376800257549912,1,1
SOUTHERN,Mission,2023-02,29,-0.19629745478111535,2,1
SOUTHERN,Mission,2023-03,34,-0.18365019375303424,3,3
SOUTHERN,Mission,2023-04,36,-0.17859128934180182,4,3
SOUTHERN,Mission,2023-05,44,-0.15835567169687206,5,3
SOUTHERN,Mission,2023-06,40,-0.16847348051933694,6,3
SOUTHERN,Mission,2023-07,31,-0.1912385503698829,7,1
SOUTHERN,Mission,2023-08,51,-0.14064950625755854,8,3
SOUTHERN,Mission,2023-09,31,-0.1912385503698829,9,1
SOUTHERN,Mission,2023-10,32,-0.18870909816426668,10,1
SOUTHERN,Mission,2023-11,26,-0.203885811397964,11,1
SOUTHERN,Mission,2023-12,33,-0.18617964595865047,12,3
SOUTHERN,Mission Bay,2023-01,99,-0.01923580038798008,1,4
SOUTHERN,Mission Bay,2023-02,93,-0.03441251362167739,2,0
SOUTHERN,Mission Bay,2023-03,116,0.023764887107495625,3,4
SOUTHERN,Mission Bay,2023-04,103,-0.00911799156551521,4,4
SOUTHERN,Mission Bay,2023-05,88,-0.047059774649758475,5,0
SOUTHERN,Mission Bay,2023-06,71,-0.09006046214523418,6,0
SOUTHERN,Mission Bay,2023-07,59,-0.12041388861262879,7,3
SOUTHERN,Mission Bay,2023-08,78,-0.07235429670592065,8,0
SOUTHERN,Mission Bay,2023-09,73,-0.08500155773400175,9,0
SOUTHERN,Mission Bay,2023-10,94,-0.03188306141606117,10,0
SOUTHERN,Mission Bay,2023-11,85,-0.054648131266607135,11,0
SOUTHERN,Mission Bay,2023-12,83,-0.05970703567783957,12,0
SOUTHERN,Potrero Hill,2023-01,0,-0.26965156874398566,1,2
SOUTHERN,Potrero Hill,2023-02,0,-0.26965156874398566,2,2
SOUTHERN,Potrero Hill,2023-03,0,-0.26965156874398566,3,2
SOUTHERN,Potrero Hill,2023-04,1,-0.2671221165383694,4,2
SOUTHERN,Potrero Hill,2023-05,0,-0.26965156874398566,5,2
SOUTHERN,Potrero Hill,2023-06,0,-0.26965156874398566,6,2
SOUTHERN,Potrero Hill,2023-07,0,-0.26965156874398566,7,2
SOUTHERN,Potrero Hill,2023-08,1,-0.2671221165383694,8,2
SOUTHERN,Potrero Hill,2023-09,1,-0.2671221165383694,9,2
SOUTHERN,Potrero Hill,2023-10,1,-0.2671221165383694,10,2
SOUTHERN,Potrero Hill,2023-11,0,-0.26965156874398566,11,2
SOUTHERN,Potrero Hill,2023-12,1,-0.2671221165383694,12,2
SOUTHERN,South of Market,2023-01,28,-0.19882690698673156,1,1
SOUTHERN,South of Market,2023-02,20,-0.2190625246316613,2,1
SOUTHERN,South of Market,2023-03,20,-0.2190625246316613,3,1
SOUTHERN,South of Market,2023-04,24,-0.20894471580919644,4,1
SOUTHERN,South of Market,2023-05,20,-0.2190625246316613,5,1
SOUTHERN,South of Market,2023-06,20,-0.2190625246316613,6,1
SOUTHERN,South of Market,2023-07,24,-0.20894471580919644,7,1
SOUTHERN,South of Market,2023-08,30,-0.19376800257549912,8,1
SOUTHERN,South of Market,2023-09,29,-0.19629745478111535,9,1
SOUTHERN,South of Market,2023-10,27,-0.20135635919234776,10,1
SOUTHERN,South of Market,2023-11,31,-0.1912385503698829,11,1
SOUTHERN,South of Market,2023-12,27,-0.20135635919234776,12,1
SOUTHERN,Treasure Island,2023-01,1,-0.2671221165383694,1,2
SOUTHERN,Treasure Island,2023-02,0,-0.26965156874398566,2,2
SOUTHERN,Treasure Island,2023-03,2,-0.26459266433275325,3,2
SOUTHERN,Treasure Island,2023-04,1,-0.2671221165383694,4,2
SOUTHERN,Treasure Island,2023-05,0,-0.26965156874398566,5,2
SOUTHERN,Treasure Island,2023-06,2,-0.26459266433275325,6,2
SOUTHERN,Treasure Island,2023-07,0,-0.26965156874398566,7,2
SOUTHERN,Treasure Island,2023-08,0,-0.26965156874398566,8,2
SOUTHERN,Treasure Island,2023-09,2,-0.26459266433275325,9,2
SOUTHERN,Treasure Island,2023-10,2,-0.26459266433275325,10,2
SOUTHERN,Treasure Island,2023-11,0,-0.26965156874398566,11,2
SOUTHERN,Treasure Island,2023-12,2,-0.26459266433275325,12,2
TARAVAL,Golden Gate Park,2023-01,58,-0.12294334081824501,1,4
TARAVAL,Golden Gate Park,2023-02,85,-0.054648131266607135,2,4
TARAVAL,Golden Gate Park,2023-03,69,-0.09511936655646662,3,4
TARAVAL,Golden Gate Park,2023-04,72,-0.08753100993961796,4,4
TARAVAL,Golden Gate Park,2023-05,74,-0.08247210552838553,5,4
TARAVAL,Golden Gate Park,2023-06,57,-0.12547279302386125,6,4
TARAVAL,Golden Gate Park,2023-07,56,-0.12800224522947745,7,4
TARAVAL,Golden Gate Park,2023-08,98,-0.0217652525935963,8,4
TARAVAL,Golden Gate Park,2023-09,79,-0.06982484450030443,9,4
TARAVAL,Golden Gate Park,2023-10,94,-0.03188306141606117,10,4
TARAVAL,Golden Gate Park,2023-11,58,-0.12294334081824501,11,4
TARAVAL,Golden Gate Park,2023-12,46,-0.15329676728563962,12,4
TARAVAL,Inner Sunset,2023-01,229,0.30959298634212823,1,3
TARAVAL,Inner Sunset,2023-02,199,0.2337094201736417,2,3
TARAVAL,Inner Sunset,2023-03,237,0.32982860398705793,3,3
TARAVAL,Inner Sunset,2023-04,261,0.3905354569218472,4,3
TARAVAL,Inner Sunset,2023-05,218,0.2817690120803499,5,3
TARAVAL,Inner Sunset,2023-06,249,0.3601820304544526,6,3
TARAVAL,Inner Sunset,2023-07,235,0.3247696995758255,7,3
TARAVAL,Inner Sunset,2023-08,301,0.4917135451464959,8,2
TARAVAL,Inner Sunset,2023-09,320,0.5397731370532041,9,2
TARAVAL,Inner Sunset,2023-10,300,0.48918409294087967,10,2
TARAVAL,Inner Sunset,2023-11,231,0.3146518907533607,11,3
TARAVAL,Inner Sunset,2023-12,232,0.31718134295897693,12,3
TARAVAL,Lakeshore,2023-01,10,-0.2443570466878235,1,1
TARAVAL,Lakeshore,2023-02,15,-0.23170978565974237,2,1
TARAVAL,Lakeshore,2023-03,7,-0.25194540330467213,3,1
TARAVAL,Lakeshore,2023-04,10,-0.2443570466878235,4,1
TARAVAL,Lakeshore,2023-05,9,-0.2468864988934397,5,1
TARAVAL,Lakeshore,2023-06,11,-0.24182759448220725,6,1
TARAVAL,Lakeshore,2023-07,13,-0.2367686900709748,7,1
TARAVAL,Lakeshore,2023-08,10,-0.2443570466878235,8,1
TARAVAL,Lakeshore,2023-09,11,-0.24182759448220725,9,1
TARAVAL,Lakeshore,2023-10,13,-0.2367686900709748,10,1
TARAVAL,Lakeshore,2023-11,6,-0.25447485551028837,11,1
TARAVAL,Lakeshore,2023-12,5,-0.25700430771590455,12,1
TARAVAL,Oceanview/Merced/Ingleside,2023-01,53,-0.1355906018463261,1,4
TARAVAL,Oceanview/Merced/Ingleside,2023-02,72,-0.08753100993961796,2,4
TARAVAL,Oceanview/Merced/Ingleside,2023-03,92,-0.03694196582729361,3,4
TARAVAL,Oceanview/Merced/Ingleside,2023-04,88,-0.047059774649758475,4,4
TARAVAL,Oceanview/Merced/Ingleside,2023-05,59,-0.12041388861262879,5,4
TARAVAL,Oceanview/Merced/Ingleside,2023-06,67,-0.10017827096769906,6,4
TARAVAL,Oceanview/Merced/Ingleside,2023-07,65,-0.10523717537893149,7,4
TARAVAL,Oceanview/Merced/Ingleside,2023-08,87,-0.049589226855374695,8,4
TARAVAL,Oceanview/Merced/Ingleside,2023-09,80,-0.06729539229468823,9,4
TARAVAL,Oceanview/Merced/Ingleside,2023-10,81,-0.06476594008907201,10,4
TARAVAL,Oceanview/Merced/Ingleside,2023-11,116,0.023764887107495625,11,0
TARAVAL,Oceanview/Merced/Ingleside,2023-12,87,-0.049589226855374695,12,4
TARAVAL,Outer Mission,2023-01,0,-0.26965156874398566,1,1
TARAVAL,Outer Mission,2023-02,0,-0.26965156874398566,2,1
TARAVAL,Outer Mission,2023-03,1,-0.2671221165383694,3,1
TARAVAL,Outer Mission,2023-04,0,-0.26965156874398566,4,1
TARAVAL,Outer Mission,2023-05,0,-0.26965156874398566,5,1
TARAVAL,Outer Mission,2023-06,0,-0.26965156874398566,6,1
TARAVAL,Outer Mission,2023-07,0,-0.26965156874398566,7,1
TARAVAL,Outer Mission,2023-08,0,-0.26965156874398566,8,1
TARAVAL,Outer Mission,2023-09,0,-0.26965156874398566,9,1
TARAVAL,Outer Mission,2023-10,0,-0.26965156874398566,10,1
TARAVAL,Outer Mission,2023-11,1,-0.2671221165383694,11,1
TARAVAL,Outer Mission,2023-12,0,-0.26965156874398566,12,1
TARAVAL,Sunset/Parkside,2023-01,147,0.10217790548159839,1,0
TARAVAL,Sunset/Parkside,2023-02,121,0.036412148135576715,2,0
TARAVAL,Sunset/Parkside,2023-03,132,0.06423612239735511,3,0
TARAVAL,Sunset/Parkside,2023-04,149,0.10723680989283081,4,0
TARAVAL,Sunset/Parkside,2023-05,137,0.0768833834254362,5,0
TARAVAL,Sunset/Parkside,2023-06,135,0.07182447901420376,6,0
TARAVAL,Sunset/Parkside,2023-07,150,0.10976626209844703,7,0
TARAVAL,Sunset/Parkside,2023-08,173,0.16794366282762005,8,0
TARAVAL,Sunset/Parkside,2023-09,165,0.1477080451826903,9,0
TARAVAL,Sunset/Parkside,2023-10,170,0.1603553062107714,10,0
TARAVAL,Sunset/Parkside,2023-11,166,0.15023749738830652,11,0
TARAVAL,Sunset/Parkside,2023-12,160,0.1350607841546092,12,0
TARAVAL,West of Twin Peaks,2023-01,81,-0.06476594008907201,1,4
TARAVAL,West of Twin Peaks,2023-02,79,-0.06982484450030443,2,4
TARAVAL,West of Twin Peaks,2023-03,107,0.0009998172569496624,3,4
TARAVAL,West of Twin Peaks,2023-04,101,-0.014176895976747645,4,4
TARAVAL,West of Twin Peaks,2023-05,90,-0.04200087023852604,5,4
TARAVAL,West of Twin Peaks,2023-06,70,-0.0925899143508504,6,4
TARAVAL,West of Twin Peaks,2023-07,82,-0.06223648788345579,7,4
TARAVAL,West of Twin Peaks,2023-08,112,0.013647078285030752,8,0
TARAVAL,West of Twin Peaks,2023-09,100,-0.016706348182363863,9,4
TARAVAL,West of Twin Peaks,2023-10,86,-0.052118679060990915,10,4
TARAVAL,West of Twin Peaks,2023-11,89,-0.04453032244414226,11,4
TARAVAL,West of Twin Peaks,2023-12,71,-0.09006046214523418,12,4
TENDERLOIN,Financial District/South Beach,2023-01,88,-0.047059774649758475,1,0
TENDERLOIN,Financial District/South Beach,2023-02,77,-0.07488374891153687,2,0
TENDERLOIN,Financial District/South Beach,2023-03,78,-0.07235429670592065,3,0
TENDERLOIN,Financial District/South Beach,2023-04,101,-0.014176895976747645,4,0
TENDERLOIN,Financial District/South Beach,2023-05,87,-0.049589226855374695,5,0
TENDERLOIN,Financial District/South Beach,2023-06,76,-0.0774132011171531,6,0
TENDERLOIN,Financial District/South Beach,2023-07,90,-0.04200087023852604,7,0
TENDERLOIN,Financial District/South Beach,2023-08,125,0.04652995695804159,8,0
TENDERLOIN,Financial District/South Beach,2023-09,110,0.008588173873798316,9,0
TENDERLOIN,Financial District/South Beach,2023-10,56,-0.12800224522947745,10,0
TENDERLOIN,Financial District/South Beach,2023-11,80,-0.06729539229468823,11,0
TENDERLOIN,Financial District/South Beach,2023-12,100,-0.016706348182363863,12,0
TENDERLOIN,South of Market,2023-01,7,-0.25194540330467213,1,0
TENDERLOIN,South of Market,2023-02,9,-0.2468864988934397,2,0
TENDERLOIN,South of Market,2023-03,11,-0.24182759448220725,3,0
TENDERLOIN,South of Market,2023-04,12,-0.23929814227659105,4,0
TENDERLOIN,South of Market,2023-05,7,-0.25194540330467213,5,0
TENDERLOIN,South of Market,2023-06,6,-0.25447485551028837,6,0
TENDERLOIN,South of Market,2023-07,9,-0.2468864988934397,7,0
TENDERLOIN,South of Market,2023-08,11,-0.24182759448220725,8,0
TENDERLOIN,South of Market,2023-09,6,-0.25447485551028837,9,0
TENDERLOIN,South of Market,2023-10,8,-0.2494159510990559,10,0
TENDERLOIN,South of Market,2023-11,6,-0.25447485551028837,11,0
TENDERLOIN,South of Market,2023-12,8,-0.2494159510990559,12,0
TENDERLOIN,Tenderloin,2023-01,3299,8.075011257583917,1,1
TENDERLOIN,Tenderloin,2023-02,3668,9.008379121456302,2,2
TENDERLOIN,Tenderloin,2023-03,3787,9.309383933924632,3,2
TENDERLOIN,Tenderloin,2023-04,3372,8.259661268593902,4,4
TENDERLOIN,Tenderloin,2023-05,3236,7.915655768630096,5,1
TENDERLOIN,Tenderloin,2023-06,3308,8.097776327434463,6,1
TENDERLOIN,Tenderloin,2023-07,3287,8.044657831116522,7,1
TENDERLOIN,Tenderloin,2023-08,3464,8.492370871510593,8,4
TENDERLOIN,Tenderloin,2023-09,3253,7.9586564561255715,9,1
TENDERLOIN,Tenderloin,2023-10,3202,7.829654393639145,10,1
TENDERLOIN,Tenderloin,2023-11,2954,7.202350246646322,11,3
TENDERLOIN,Tenderloin,2023-12,3102,7.576709173077523,12,3
